# Threshold|Target|Start|End|Ndays|Status|Value|Notes
suspectTime|IU.NWAO.00.BH2.M|2025-05-09|2025-05-09|1||TODO|
suspectTime|IU.NWAO.00.BHZ.M|2025-05-06|2025-05-07|2||TODO|
suspectTime|IU.NWAO.00.BHZ.M|2025-05-09|2025-05-09|1||TODO|
suspectTime|IU.RSSD.00.BH1.M|2025-05-07|2025-05-09|3||TODO|
suspectTime|IU.RSSD.00.BH1.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.RSSD.00.BH2.M|2025-05-07|2025-05-09|3||TODO|
suspectTime|IU.RSSD.00.BH2.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.RSSD.00.BHZ.M|2025-05-07|2025-05-09|3||TODO|
suspectTime|IU.RSSD.00.BHZ.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.SDV.00.BH1.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.SDV.00.BH2.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.SDV.00.BHZ.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.SDV.10.BH1.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.SDV.10.BH2.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.SDV.10.BHZ.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.SLBS.00.BH1.M|2025-05-05|2025-05-06|2||TODO|
suspectTime|IU.SLBS.00.BH1.M|2025-05-08|2025-05-09|2||TODO|
suspectTime|IU.SLBS.00.BH2.M|2025-05-05|2025-05-06|2||TODO|
suspectTime|IU.SLBS.00.BH2.M|2025-05-08|2025-05-10|3||TODO|
suspectTime|IU.SLBS.00.BHZ.M|2025-05-05|2025-05-06|2||TODO|
suspectTime|IU.SLBS.00.BHZ.M|2025-05-08|2025-05-09|2||TODO|
suspectTime|IU.TSUM.00.BH1.M|2025-05-07|2025-05-07|1||TODO|
suspectTime|IU.TSUM.00.BHZ.M|2025-05-07|2025-05-07|1||TODO|
suspectTime|IU.TSUM.10.BH1.M|2025-05-07|2025-05-07|1||TODO|
suspectTime|IU.TSUM.10.BH2.M|2025-05-07|2025-05-07|1||TODO|
suspectTime|IU.TSUM.10.BHZ.M|2025-05-07|2025-05-07|1||TODO|
suspectTime|IU.HNR.00.HH1.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.HNR.00.HH2.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.HNR.00.HHZ.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.HNR.10.HH1.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.HNR.10.HH2.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.HNR.10.HHZ.M|2025-05-08|2025-05-08|1||TODO|
suspectTime|IU.MACI.00.HH1.M|2025-05-10|2025-05-11|2||TODO|
suspectTime|IU.MACI.00.HH2.M|2025-05-10|2025-05-11|2||TODO|
suspectTime|IU.MACI.00.HHZ.M|2025-05-10|2025-05-11|2||TODO|
suspectTime|IU.MACI.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.MACI.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.MACI.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.MIDW.00.HHZ.M|2025-05-08|2025-05-09|2||TODO|
suspectTime|IU.NWAO.00.HH1.M|2025-05-06|2025-05-07|2||TODO|
suspectTime|IU.NWAO.00.HH1.M|2025-05-09|2025-05-09|1||TODO|
suspectTime|IU.NWAO.00.HH2.M|2025-05-06|2025-05-07|2||TODO|
suspectTime|IU.NWAO.00.HH2.M|2025-05-09|2025-05-09|1||TODO|
suspectTime|IU.NWAO.00.HHZ.M|2025-05-06|2025-05-07|2||TODO|
suspectTime|IU.NWAO.00.HHZ.M|2025-05-09|2025-05-09|1||TODO|
suspectTime|IU.RSSD.00.HH1.M|2025-05-07|2025-05-09|3||TODO|
suspectTime|IU.RSSD.00.HH1.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.RSSD.00.HH2.M|2025-05-07|2025-05-09|3||TODO|
suspectTime|IU.RSSD.00.HH2.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.RSSD.00.HHZ.M|2025-05-07|2025-05-09|3||TODO|
suspectTime|IU.RSSD.00.HHZ.M|2025-05-11|2025-05-11|1||TODO|
suspectTime|IU.SLBS.00.HH1.M|2025-05-05|2025-05-06|2||TODO|
suspectTime|IU.SLBS.00.HH1.M|2025-05-08|2025-05-10|3||TODO|
suspectTime|IU.SLBS.00.HH2.M|2025-05-05|2025-05-06|2||TODO|
suspectTime|IU.SLBS.00.HH2.M|2025-05-08|2025-05-10|3||TODO|
suspectTime|IU.SLBS.00.HHZ.M|2025-05-05|2025-05-06|2||TODO|
suspectTime|IU.SLBS.00.HHZ.M|2025-05-08|2025-05-10|3||TODO|
suspectTime|IU.TSUM.00.HH1.M|2025-05-07|2025-05-07|1||TODO|
suspectTime|IU.TSUM.00.HH2.M|2025-05-07|2025-05-07|1||TODO|
suspectTime|IU.TSUM.00.HHZ.M|2025-05-07|2025-05-07|1||TODO|
