# Threshold|Target|Start|End|Ndays|Status|Value|Notes
avgGaps|IU.MAKZ.00.BHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.RSSD.00.BH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.RSSD.00.BH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.RSSD.00.BHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.SLBS.00.BH1.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.SLBS.00.BH2.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.SLBS.00.BHZ.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.AFI.10.HH1.M|2025-05-05|2025-05-12|7|59.9|TODO|
avgGaps|IU.AFI.10.HH2.M|2025-05-05|2025-05-12|7|59.9|TODO|
avgGaps|IU.AFI.10.HHZ.M|2025-05-05|2025-05-12|7|60.0|TODO|
avgGaps|IU.ANTO.00.HH1.M|2025-05-05|2025-05-12|7|5.4|TODO|
avgGaps|IU.ANTO.00.HH2.M|2025-05-05|2025-05-12|7|5.4|TODO|
avgGaps|IU.ANTO.00.HHZ.M|2025-05-05|2025-05-12|7|5.4|TODO|
avgGaps|IU.ANTO.10.HH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.ANTO.10.HH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.ANTO.10.HHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.CCM.10.HH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.CCM.10.HH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.CCM.10.HHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.CHTO.00.HH1.M|2025-05-05|2025-05-12|7|21.6|TODO|
avgGaps|IU.CHTO.00.HH2.M|2025-05-05|2025-05-12|7|21.4|TODO|
avgGaps|IU.CHTO.00.HHZ.M|2025-05-05|2025-05-12|7|21.3|TODO|
avgGaps|IU.CHTO.10.HH1.M|2025-05-05|2025-05-12|7|32.6|TODO|
avgGaps|IU.CHTO.10.HH2.M|2025-05-05|2025-05-12|7|31.9|TODO|
avgGaps|IU.CHTO.10.HHZ.M|2025-05-05|2025-05-12|7|30.9|TODO|
avgGaps|IU.COLA.00.HH1.M|2025-05-05|2025-05-12|7|17.4|TODO|
avgGaps|IU.COLA.00.HH2.M|2025-05-05|2025-05-12|7|17.6|TODO|
avgGaps|IU.COLA.00.HHZ.M|2025-05-05|2025-05-12|7|17.6|TODO|
avgGaps|IU.COLA.10.HH1.M|2025-05-05|2025-05-12|7|22.0|TODO|
avgGaps|IU.COLA.10.HH2.M|2025-05-05|2025-05-12|7|22.0|TODO|
avgGaps|IU.COLA.10.HHZ.M|2025-05-05|2025-05-12|7|22.0|TODO|
avgGaps|IU.CTAO.00.HH1.M|2025-05-05|2025-05-12|7|35.6|TODO|
avgGaps|IU.CTAO.00.HH2.M|2025-05-05|2025-05-12|7|35.7|TODO|
avgGaps|IU.CTAO.00.HHZ.M|2025-05-05|2025-05-12|7|35.6|TODO|
avgGaps|IU.CTAO.10.HH1.M|2025-05-05|2025-05-12|7|33.9|TODO|
avgGaps|IU.CTAO.10.HH2.M|2025-05-05|2025-05-12|7|33.9|TODO|
avgGaps|IU.CTAO.10.HHZ.M|2025-05-05|2025-05-12|7|33.7|TODO|
avgGaps|IU.DWPF.00.HH1.M|2025-05-05|2025-05-12|7|6.4|TODO|
avgGaps|IU.DWPF.00.HH2.M|2025-05-05|2025-05-12|7|6.4|TODO|
avgGaps|IU.DWPF.00.HHZ.M|2025-05-05|2025-05-12|7|6.4|TODO|
avgGaps|IU.DWPF.10.HH1.M|2025-05-05|2025-05-12|7|20.1|TODO|
avgGaps|IU.DWPF.10.HH2.M|2025-05-05|2025-05-12|7|20.1|TODO|
avgGaps|IU.DWPF.10.HHZ.M|2025-05-05|2025-05-12|7|20.0|TODO|
avgGaps|IU.FUNA.00.HH1.M|2025-05-05|2025-05-12|7|18.0|TODO|
avgGaps|IU.FUNA.00.HH2.M|2025-05-05|2025-05-12|7|18.0|TODO|
avgGaps|IU.FUNA.00.HHZ.M|2025-05-05|2025-05-12|7|18.0|TODO|
avgGaps|IU.GRFO.00.HH1.M|2025-05-05|2025-05-12|7|6.1|TODO|
avgGaps|IU.GRFO.00.HH2.M|2025-05-05|2025-05-12|7|6.1|TODO|
avgGaps|IU.GRFO.00.HHZ.M|2025-05-05|2025-05-12|7|6.1|TODO|
avgGaps|IU.GUMO.00.HH1.M|2025-05-05|2025-05-12|7|9.1|TODO|
avgGaps|IU.GUMO.00.HH2.M|2025-05-05|2025-05-12|7|9.1|TODO|
avgGaps|IU.GUMO.00.HHZ.M|2025-05-05|2025-05-12|7|9.1|TODO|
avgGaps|IU.GUMO.10.HH1.M|2025-05-05|2025-05-12|7|15.1|TODO|
avgGaps|IU.GUMO.10.HH2.M|2025-05-05|2025-05-12|7|15.1|TODO|
avgGaps|IU.GUMO.10.HHZ.M|2025-05-05|2025-05-12|7|15.1|TODO|
avgGaps|IU.HKT.10.HH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.HKT.10.HH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.HKT.10.HHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.HNR.00.HH1.M|2025-05-05|2025-05-12|7|9.4|TODO|
avgGaps|IU.HNR.00.HH2.M|2025-05-05|2025-05-12|7|9.4|TODO|
avgGaps|IU.HNR.00.HHZ.M|2025-05-05|2025-05-12|7|9.4|TODO|
avgGaps|IU.HNR.10.HH1.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.HNR.10.HH2.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.HNR.10.HHZ.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.INCN.10.HH1.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.INCN.10.HH2.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.INCN.10.HHZ.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.KBS.00.HH1.M|2025-05-05|2025-05-12|7|6.3|TODO|
avgGaps|IU.KBS.00.HH2.M|2025-05-05|2025-05-12|7|6.3|TODO|
avgGaps|IU.KBS.00.HHZ.M|2025-05-05|2025-05-12|7|6.3|TODO|
avgGaps|IU.KEV.10.HH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.KEV.10.HH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.KEV.10.HHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.KIEV.10.HH1.M|2025-05-05|2025-05-12|7|3.3|TODO|
avgGaps|IU.KIEV.10.HH2.M|2025-05-05|2025-05-12|7|3.3|TODO|
avgGaps|IU.KIEV.10.HHZ.M|2025-05-05|2025-05-12|7|3.3|TODO|
avgGaps|IU.KMBO.00.HH1.M|2025-05-05|2025-05-12|7|18.4|TODO|
avgGaps|IU.KMBO.00.HH2.M|2025-05-05|2025-05-12|7|18.4|TODO|
avgGaps|IU.KMBO.00.HHZ.M|2025-05-05|2025-05-12|7|18.6|TODO|
avgGaps|IU.KMBO.10.HH1.M|2025-05-05|2025-05-12|7|3.8|TODO|
avgGaps|IU.KMBO.10.HH2.M|2025-05-05|2025-05-12|7|3.8|TODO|
avgGaps|IU.KMBO.10.HHZ.M|2025-05-05|2025-05-12|7|3.8|TODO|
avgGaps|IU.KONO.00.HH1.M|2025-05-05|2025-05-12|7|10.8|TODO|
avgGaps|IU.KONO.00.HH2.M|2025-05-05|2025-05-12|7|10.7|TODO|
avgGaps|IU.KONO.00.HHZ.M|2025-05-05|2025-05-12|7|10.8|TODO|
avgGaps|IU.LCO.10.HH1.M|2025-05-05|2025-05-12|7|8.4|TODO|
avgGaps|IU.LCO.10.HH2.M|2025-05-05|2025-05-12|7|8.4|TODO|
avgGaps|IU.LCO.10.HHZ.M|2025-05-05|2025-05-12|7|8.4|TODO|
avgGaps|IU.LSZ.10.HH1.M|2025-05-05|2025-05-12|7|5.9|TODO|
avgGaps|IU.LSZ.10.HH2.M|2025-05-05|2025-05-12|7|5.9|TODO|
avgGaps|IU.LSZ.10.HHZ.M|2025-05-05|2025-05-12|7|5.9|TODO|
avgGaps|IU.MACI.00.HH1.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.MACI.00.HH2.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.MACI.00.HHZ.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.MACI.10.HH1.M|2025-05-05|2025-05-12|7|2.5|TODO|
avgGaps|IU.MACI.10.HH2.M|2025-05-05|2025-05-12|7|2.5|TODO|
avgGaps|IU.MACI.10.HHZ.M|2025-05-05|2025-05-12|7|2.5|TODO|
avgGaps|IU.MAJO.00.HH1.M|2025-05-05|2025-05-12|7|27.7|TODO|
avgGaps|IU.MAJO.00.HH2.M|2025-05-05|2025-05-12|7|27.7|TODO|
avgGaps|IU.MAJO.00.HHZ.M|2025-05-05|2025-05-12|7|28.0|TODO|
avgGaps|IU.MAJO.10.HH1.M|2025-05-05|2025-05-12|7|4.3|TODO|
avgGaps|IU.MAJO.10.HH2.M|2025-05-05|2025-05-12|7|4.3|TODO|
avgGaps|IU.MAJO.10.HHZ.M|2025-05-05|2025-05-12|7|4.3|TODO|
avgGaps|IU.MAKZ.00.HH1.M|2025-05-05|2025-05-12|7|59.9|TODO|
avgGaps|IU.MAKZ.00.HH2.M|2025-05-05|2025-05-12|7|58.9|TODO|
avgGaps|IU.MAKZ.00.HHZ.M|2025-05-05|2025-05-12|7|60.0|TODO|
avgGaps|IU.MBWA.00.HH1.M|2025-05-05|2025-05-12|7|9.6|TODO|
avgGaps|IU.MBWA.00.HH2.M|2025-05-05|2025-05-12|7|9.6|TODO|
avgGaps|IU.MBWA.00.HHZ.M|2025-05-05|2025-05-12|7|9.6|TODO|
avgGaps|IU.MBWA.10.HH1.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.MBWA.10.HH2.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.MBWA.10.HHZ.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.MIDW.00.HH1.M|2025-05-05|2025-05-12|7|7.3|TODO|
avgGaps|IU.MIDW.00.HH2.M|2025-05-05|2025-05-12|7|7.3|TODO|
avgGaps|IU.MIDW.00.HHZ.M|2025-05-05|2025-05-12|7|7.4|TODO|
avgGaps|IU.NWAO.00.HH1.M|2025-05-05|2025-05-12|7|3.7|TODO|
avgGaps|IU.NWAO.00.HH2.M|2025-05-05|2025-05-12|7|3.7|TODO|
avgGaps|IU.NWAO.00.HHZ.M|2025-05-05|2025-05-12|7|3.7|TODO|
avgGaps|IU.NWAO.10.HH1.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.NWAO.10.HH2.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.NWAO.10.HHZ.M|2025-05-05|2025-05-12|7|3.0|TODO|
avgGaps|IU.PAB.00.HH1.M|2025-05-05|2025-05-12|7|15.4|TODO|
avgGaps|IU.PAB.00.HH2.M|2025-05-05|2025-05-12|7|15.4|TODO|
avgGaps|IU.PAB.00.HHZ.M|2025-05-05|2025-05-12|7|15.4|TODO|
avgGaps|IU.PAB.10.HH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.PAB.10.HH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.PAB.10.HHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.PAYG.00.HH1.M|2025-05-05|2025-05-12|7|9.9|TODO|
avgGaps|IU.PAYG.00.HH2.M|2025-05-05|2025-05-12|7|9.9|TODO|
avgGaps|IU.PAYG.00.HHZ.M|2025-05-05|2025-05-12|7|9.9|TODO|
avgGaps|IU.PAYG.10.HH1.M|2025-05-05|2025-05-12|7|52.4|TODO|
avgGaps|IU.PAYG.10.HH2.M|2025-05-05|2025-05-12|7|52.6|TODO|
avgGaps|IU.PAYG.10.HHZ.M|2025-05-05|2025-05-12|7|52.0|TODO|
avgGaps|IU.PMG.00.HH1.M|2025-05-05|2025-05-12|7|39.7|TODO|
avgGaps|IU.PMG.00.HH2.M|2025-05-05|2025-05-12|7|40.3|TODO|
avgGaps|IU.PMG.00.HHZ.M|2025-05-05|2025-05-12|7|39.3|TODO|
avgGaps|IU.PMG.10.HH1.M|2025-05-05|2025-05-12|7|2.6|TODO|
avgGaps|IU.PMG.10.HH2.M|2025-05-05|2025-05-12|7|2.6|TODO|
avgGaps|IU.PMG.10.HHZ.M|2025-05-05|2025-05-12|7|2.6|TODO|
avgGaps|IU.PMSA.10.HH1.M|2025-05-05|2025-05-12|7|4.7|TODO|
avgGaps|IU.PMSA.10.HH2.M|2025-05-05|2025-05-12|7|4.7|TODO|
avgGaps|IU.PMSA.10.HHZ.M|2025-05-05|2025-05-12|7|4.7|TODO|
avgGaps|IU.POHA.00.HH1.M|2025-05-05|2025-05-12|7|43.0|TODO|
avgGaps|IU.POHA.00.HH2.M|2025-05-05|2025-05-12|7|43.0|TODO|
avgGaps|IU.POHA.00.HHZ.M|2025-05-05|2025-05-12|7|43.3|TODO|
avgGaps|IU.POHA.10.HH1.M|2025-05-05|2025-05-12|7|83.9|TODO|
avgGaps|IU.POHA.10.HH2.M|2025-05-05|2025-05-12|7|84.4|TODO|
avgGaps|IU.POHA.10.HHZ.M|2025-05-05|2025-05-12|7|83.3|TODO|
avgGaps|IU.RAR.10.HH1.M|2025-05-05|2025-05-12|7|9.6|TODO|
avgGaps|IU.RAR.10.HH2.M|2025-05-05|2025-05-12|7|9.6|TODO|
avgGaps|IU.RAR.10.HHZ.M|2025-05-05|2025-05-12|7|9.3|TODO|
avgGaps|IU.RCBR.10.HH1.M|2025-05-05|2025-05-12|7|31.1|TODO|
avgGaps|IU.RCBR.10.HH2.M|2025-05-05|2025-05-12|7|31.3|TODO|
avgGaps|IU.RCBR.10.HHZ.M|2025-05-05|2025-05-12|7|31.1|TODO|
avgGaps|IU.RSSD.00.HH1.M|2025-05-05|2025-05-12|7|6.6|TODO|
avgGaps|IU.RSSD.00.HH2.M|2025-05-05|2025-05-12|7|6.6|TODO|
avgGaps|IU.RSSD.00.HHZ.M|2025-05-05|2025-05-12|7|6.6|TODO|
avgGaps|IU.RSSD.10.HH1.M|2025-05-05|2025-05-12|7|6.7|TODO|
avgGaps|IU.RSSD.10.HH2.M|2025-05-05|2025-05-12|7|6.7|TODO|
avgGaps|IU.RSSD.10.HHZ.M|2025-05-05|2025-05-12|7|6.7|TODO|
avgGaps|IU.SAML.00.HH1.M|2025-05-05|2025-05-12|7|61.1|TODO|
avgGaps|IU.SAML.00.HH2.M|2025-05-05|2025-05-12|7|61.3|TODO|
avgGaps|IU.SAML.00.HHZ.M|2025-05-05|2025-05-12|7|60.9|TODO|
avgGaps|IU.SBA.00.HH1.M|2025-05-05|2025-05-12|7|37.0|TODO|
avgGaps|IU.SBA.00.HH2.M|2025-05-05|2025-05-12|7|37.9|TODO|
avgGaps|IU.SBA.00.HHZ.M|2025-05-05|2025-05-12|7|37.1|TODO|
avgGaps|IU.SDV.00.HH1.M|2025-05-05|2025-05-12|7|2.5|TODO|
avgGaps|IU.SDV.00.HH2.M|2025-05-05|2025-05-12|7|2.5|TODO|
avgGaps|IU.SDV.00.HHZ.M|2025-05-05|2025-05-12|7|2.5|TODO|
avgGaps|IU.SFJD.10.HH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.SFJD.10.HH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.SFJD.10.HHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.SJG.00.HH1.M|2025-05-05|2025-05-12|7|64.4|TODO|
avgGaps|IU.SJG.00.HH2.M|2025-05-05|2025-05-12|7|64.1|TODO|
avgGaps|IU.SJG.00.HHZ.M|2025-05-05|2025-05-12|7|64.3|TODO|
avgGaps|IU.SJG.10.HH1.M|2025-05-05|2025-05-12|7|63.7|TODO|
avgGaps|IU.SJG.10.HH2.M|2025-05-05|2025-05-12|7|63.9|TODO|
avgGaps|IU.SJG.10.HHZ.M|2025-05-05|2025-05-12|7|63.7|TODO|
avgGaps|IU.SLBS.00.HH1.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.SLBS.00.HH2.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.SLBS.00.HHZ.M|2025-05-05|2025-05-12|7|2.3|TODO|
avgGaps|IU.SNZO.10.HH1.M|2025-05-05|2025-05-12|7|5.2|TODO|
avgGaps|IU.SNZO.10.HH2.M|2025-05-05|2025-05-12|7|5.2|TODO|
avgGaps|IU.SNZO.10.HHZ.M|2025-05-05|2025-05-12|7|5.2|TODO|
avgGaps|IU.SSPA.00.HH1.M|2025-05-05|2025-05-12|7|6.4|TODO|
avgGaps|IU.SSPA.00.HH2.M|2025-05-05|2025-05-12|7|6.4|TODO|
avgGaps|IU.SSPA.00.HHZ.M|2025-05-05|2025-05-12|7|6.4|TODO|
avgGaps|IU.SSPA.10.HH1.M|2025-05-05|2025-05-12|7|7.6|TODO|
avgGaps|IU.SSPA.10.HH2.M|2025-05-05|2025-05-12|7|7.6|TODO|
avgGaps|IU.SSPA.10.HHZ.M|2025-05-05|2025-05-12|7|7.6|TODO|
avgGaps|IU.TATO.10.HH1.M|2025-05-05|2025-05-12|7|4.5|TODO|
avgGaps|IU.TATO.10.HH2.M|2025-05-05|2025-05-12|7|4.5|TODO|
avgGaps|IU.TATO.10.HHZ.M|2025-05-05|2025-05-12|7|4.5|TODO|
avgGaps|IU.TRQA.00.HH1.M|2025-05-05|2025-05-12|7|61.5|TODO|
avgGaps|IU.TRQA.00.HH2.M|2025-05-05|2025-05-12|7|61.5|TODO|
avgGaps|IU.TRQA.00.HHZ.M|2025-05-05|2025-05-12|7|62.5|TODO|
avgGaps|IU.TSUM.10.HH1.M|2025-05-05|2025-05-12|7|5.2|TODO|
avgGaps|IU.TSUM.10.HH2.M|2025-05-05|2025-05-12|7|5.2|TODO|
avgGaps|IU.TSUM.10.HHZ.M|2025-05-05|2025-05-12|7|5.2|TODO|
avgGaps|IU.TUC.00.HH1.M|2025-05-05|2025-05-12|7|3.7|TODO|
avgGaps|IU.TUC.00.HH2.M|2025-05-05|2025-05-12|7|3.7|TODO|
avgGaps|IU.TUC.00.HHZ.M|2025-05-05|2025-05-12|7|3.7|TODO|
avgGaps|IU.TUC.10.HH1.M|2025-05-05|2025-05-12|7|3.6|TODO|
avgGaps|IU.TUC.10.HH2.M|2025-05-05|2025-05-12|7|3.6|TODO|
avgGaps|IU.TUC.10.HHZ.M|2025-05-05|2025-05-12|7|3.6|TODO|
avgGaps|IU.ULN.10.HH1.M|2025-05-05|2025-05-12|7|58.3|TODO|
avgGaps|IU.ULN.10.HH2.M|2025-05-05|2025-05-12|7|56.7|TODO|
avgGaps|IU.ULN.10.HHZ.M|2025-05-05|2025-05-12|7|57.6|TODO|
avgGaps|IU.WCI.00.HH1.M|2025-05-05|2025-05-12|7|8.3|TODO|
avgGaps|IU.WCI.00.HH2.M|2025-05-05|2025-05-12|7|8.3|TODO|
avgGaps|IU.WCI.00.HHZ.M|2025-05-05|2025-05-12|7|8.3|TODO|
avgGaps|IU.WCI.10.HH1.M|2025-05-05|2025-05-12|7|2.8|TODO|
avgGaps|IU.WCI.10.HH2.M|2025-05-05|2025-05-12|7|2.8|TODO|
avgGaps|IU.WCI.10.HHZ.M|2025-05-05|2025-05-12|7|2.8|TODO|
avgGaps|IU.WVT.00.HH1.M|2025-05-05|2025-05-12|7|15.9|TODO|
avgGaps|IU.WVT.00.HH2.M|2025-05-05|2025-05-12|7|15.9|TODO|
avgGaps|IU.WVT.00.HHZ.M|2025-05-05|2025-05-12|7|15.9|TODO|
avgGaps|IU.WVT.10.HH1.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.WVT.10.HH2.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.WVT.10.HHZ.M|2025-05-05|2025-05-12|7|2.0|TODO|
avgGaps|IU.XMAS.00.HHZ.M|2025-05-05|2025-05-12|7|3.0|TODO|
gapsRatioGt12|IU.HKT.00.BH1.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.HKT.00.BH2.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.HKT.00.BHZ.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.HKT.10.BH1.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.HKT.10.BH2.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.HKT.10.BHZ.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.AFI.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.AFI.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.AFI.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.ANTO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.ANTO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.ANTO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.ANTO.10.HH1.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.ANTO.10.HH2.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.ANTO.10.HHZ.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.CCM.10.HH1.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.CCM.10.HH1.M|2025-05-08|2025-05-08|1||TODO|
gapsRatioGt12|IU.CCM.10.HH1.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.CCM.10.HH2.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.CCM.10.HH2.M|2025-05-08|2025-05-08|1||TODO|
gapsRatioGt12|IU.CCM.10.HH2.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.CCM.10.HHZ.M|2025-05-05|2025-05-05|1||TODO|
gapsRatioGt12|IU.CCM.10.HHZ.M|2025-05-08|2025-05-08|1||TODO|
gapsRatioGt12|IU.CCM.10.HHZ.M|2025-05-10|2025-05-11|2||TODO|
gapsRatioGt12|IU.CHTO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CHTO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CHTO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CHTO.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CHTO.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CHTO.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.COLA.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.COLA.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.COLA.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.COLA.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.COLA.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.COLA.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CTAO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CTAO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CTAO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CTAO.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CTAO.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.CTAO.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.DWPF.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.DWPF.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.DWPF.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.DWPF.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.DWPF.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.DWPF.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.FUNA.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.FUNA.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.FUNA.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GRFO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GRFO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GRFO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GUMO.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GUMO.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GUMO.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GUMO.10.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GUMO.10.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.GUMO.10.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.HKT.10.HH1.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.HKT.10.HH2.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.HKT.10.HHZ.M|2025-05-05|2025-05-07|3||TODO|
gapsRatioGt12|IU.HNR.00.HH1.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.HNR.00.HH2.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.HNR.00.HHZ.M|2025-05-05|2025-05-11|7||TODO|
gapsRatioGt12|IU.HNR.10.HH1.M|2025-05-07|2025-05-09|3||TODO|
gapsRatioGt12|IU.HNR.10.HH1.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.HNR.10.HH2.M|2025-05-07|2025-05-09|3||TODO|
gapsRatioGt12|IU.HNR.10.HH2.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.HNR.10.HHZ.M|2025-05-07|2025-05-09|3||TODO|
gapsRatioGt12|IU.HNR.10.HHZ.M|2025-05-11|2025-05-11|1||TODO|
gapsRatioGt12|IU.INCN.10.HH1.M|2025-05-07|2025-05-08|2||TODO|
gapsRatioGt12|IU.INCN.10.HH1.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.INCN.10.HH2.M|2025-05-07|2025-05-08|2||TODO|
gapsRatioGt12|IU.INCN.10.HH2.M|2025-05-10|2025-05-10|1||TODO|
gapsRatioGt12|IU.INCN.10.HHZ.M|2025-05-07|2025-05-08|2||TODO|
